Recency,Frequency,MonetaryValue,Cluster
319,1,483.86,2
2,11,3586.03,0
130,3,605.64,0
2,15,4690.31,5
2,2,982.38,0
46,1,415.82,0
4,2,935.05,0
3,4,915.13,0
373,1,311.81,2
134,1,115.8,0
47,4,3742.2,0
9,5,4191.0,0
78,2,483.4,0
234,1,157.2,2
221,1,446.62,2
36,2,658.64,0
75,2,621.29,0
239,2,1345.62,2
266,1,118.75,2
10,55,117379.63,4
20,2,432.88,0
40,1,507.66,0
20,11,4693.01,0
216,3,1110.52,2
174,2,289.36,2
87,4,2445.91,0
71,2,1631.77,0
276,1,122.54,2
39,4,574.84,0
98,1,363.79,0
11,4,450.84,0
33,1,134.46,0
60,3,3222.3,0
297,4,576.9000000000001,2
86,4,559.41,0
9,7,1620.93,0
41,2,719.78,0
11,25,4748.52,5
67,1,452.89,0
331,1,197.65,2
31,6,2054.36,0
2,15,4654.08,5
2,13,4684.76,5
68,2,853.39,0
5,21,11349.52,5
202,2,1012.0,2
107,1,335.52,0
18,4,701.4,0
218,1,185.4,2
60,7,747.44,0
2,1,161.03,0
17,2,466.7,0
239,1,328.16,2
95,1,151.74,0
11,6,2073.43,0
106,6,1905.84,0
53,9,2241.1,0
90,1,1070.48,0
31,5,1004.38,0
12,6,1789.72,0
3,4,1839.3,0
2,17,2004.98,5
43,1,169.48000000000002,0
4,1,89.94,0
247,2,632.4,2
42,9,3432.8,0
177,1,683.17,2
92,3,991.13,0
110,4,1050.12,0
29,5,2232.19,0
26,10,3350.96,0
52,3,1547.2,0
184,3,925.71,2
43,5,2048.07,0
49,4,1462.72,0
22,4,775.46,0
75,5,3144.86,0
81,2,490.86,0
373,1,161.0,2
326,1,146.85,2
43,11,2380.85,0
30,2,890.34,0
184,1,213.7,2
235,2,280.55,2
9,10,2588.77,0
220,2,1693.45,2
111,3,1474.06,0
278,1,136.76999999999998,2
318,1,302.58,2
7,3,1904.05,0
2,5,2879.7000000000003,0
260,2,969.06,2
64,5,3099.7200000000003,0
9,9,12669.98,0
142,1,120.0,0
51,2,1163.45,0
8,8,2618.23,0
155,2,333.97,0
109,2,530.18,0
163,3,1516.24,2
332,1,492.65,2
226,1,112.32,2
74,2,437.96,0
51,4,559.97,0
99,3,1119.74,0
15,3,4216.2,0
197,1,134.04,2
3,15,3729.34,5
31,2,595.25,0
21,4,1910.01,0
24,3,4628.75,0
8,3,176.63,0
213,1,426.6,2
9,6,911.26,0
11,5,2314.65,0
2,11,3883.25,0
8,9,4871.93,0
3,4,1046.56,0
40,1,166.20000000000002,0
18,4,1305.33,0
8,44,51527.3,4
8,9,3965.62,0
19,1,43.2,0
117,1,640.14,0
223,1,383.45,2
71,3,1858.96,0
51,2,2093.32,0
89,6,2995.72,0
8,9,2352.53,0
243,1,310.26,2
47,6,1611.59,0
107,1,120.0,0
45,6,2481.13,0
65,1,508.58,0
207,2,477.79,2
11,5,1530.75,0
115,2,605.0600000000001,0
242,1,183.85,2
163,1,311.65,2
17,7,5014.84,0
124,2,462.66,0
23,3,866.31,0
68,1,415.2,0
17,8,2552.21,0
16,2,468.26,0
17,4,1614.91,0
161,2,588.22,2
243,1,309.52,2
219,1,134.7,2
45,8,2182.28,0
21,4,668.5600000000001,0
127,8,889.9300000000001,0
39,1,108.98,0
121,2,1021.58,0
260,1,409.57,2
10,1,133.5,0
274,1,282.93,2
165,1,51.0,2
157,4,1078.96,0
215,1,90.6,2
6,2,163.62,0
366,1,174.4,2
80,2,701.23,0
43,1,225.77,0
19,3,912.18,0
32,4,2128.23,0
22,1,161.2,0
109,8,3717.35,0
8,16,9261.52,5
320,1,155.0,2
295,1,100.5,2
358,1,76.55,2
185,1,257.68,2
191,2,617.05,2
44,2,348.1,0
52,1,202.68,0
26,1,626.0699999999999,0
38,3,1247.69,0
9,3,202.11,0
297,1,142.4,2
33,3,1770.56,0
10,8,3212.84,0
65,2,1043.46,0
10,9,4652.82,0
218,1,67.95,2
2,9,3507.71,0
65,2,487.99,0
3,19,2612.96,5
149,1,574.7,0
4,13,4051.48,5
130,4,1475.81,0
34,6,1474.32,0
119,1,156.75,0
107,6,2157.73,0
11,7,2606.53,0
71,6,2059.4500000000003,0
92,9,1105.07,0
311,1,1063.0,2
43,2,770.03,0
362,1,122.7,2
92,7,1496.98,0
1,13,5900.28,5
22,2,490.22,0
4,3,1937.25,0
11,6,1058.06,0
99,1,387.52,0
57,2,813.11,0
1,6,4263.64,0
218,1,265.2,2
18,1,322.08,0
24,10,4481.67,0
50,2,363.34,0
7,5,1244.83,0
303,1,470.36,2
10,6,2255.51,0
22,6,1372.8,0
99,1,89.06,0
366,1,63.0,2
306,1,131.9,2
320,1,2661.24,2
8,5,2357.6800000000003,0
1,4,1712.89,0
205,2,1589.82,2
54,4,1420.2,0
1,4,1039.58,0
19,5,1163.23,0
9,2,375.35,0
19,4,907.1,0
181,3,483.25,2
60,2,662.59,0
11,2,264.44,0
190,1,119.93,2
5,9,3062.4,0
311,1,113.64,2
155,1,1837.92,2
110,3,434.34,0
148,3,2103.06,0
66,11,2004.02,0
98,3,529.62,0
247,3,1058.62,2
29,7,2272.4,0
18,4,598.76,0
12,2,461.19,0
104,8,1936.84,0
74,2,234.34000000000003,0
46,1,547.66,0
72,3,925.85,0
257,1,215.7,2
20,4,1309.6,0
254,2,316.25,2
11,1,279.05,0
165,2,636.51,2
18,6,2068.15,0
282,1,137.1,2
50,1,321.92,0
39,1,165.75,0
27,6,1196.33,0
68,1,1064.28,0
207,1,463.38,2
175,2,340.93,2
7,5,2383.24,0
26,1,139.56,0
51,2,123.8,0
312,2,538.8100000000001,2
309,1,475.37,2
43,5,1957.32,0
26,3,815.32,0
88,3,356.85,0
184,2,251.21,2
20,11,2470.67,0
3,6,3543.26,0
47,4,673.26,0
17,8,5905.64,0
17,5,2012.17,0
24,6,1383.18,0
22,2,276.42,0
11,5,1314.81,0
188,2,275.28,2
101,3,455.59,0
61,3,1055.35,0
18,6,2102.09,0
33,2,330.45,0
64,1,174.37,0
2,2,270.6,0
24,4,974.54,0
108,1,241.09,0
32,9,1867.68,0
20,9,4332.2,0
3,55,8508.82,5
37,1,364.22,0
60,3,620.04,0
26,6,2925.91,0
236,4,932.85,2
25,7,1949.72,0
3,18,4447.05,5
60,3,2864.19,0
260,1,171.8,2
58,1,355.56,0
65,2,388.25,0
16,2,537.48,0
10,3,996.26,0
59,8,1461.65,0
186,1,103.25,2
29,16,3630.33,5
24,2,2024.45,0
5,5,2578.09,0
4,8,4007.54,0
151,2,652.8,0
311,1,289.24,2
11,2,765.62,0
18,2,186.23,0
152,1,165.07,2
19,5,859.27,0
10,4,2381.04,0
57,2,324.14,0
85,1,788.38,0
7,22,2237.77,5
76,3,1080.76,0
4,18,5074.77,5
96,4,3099.12,0
111,1,1432.0,0
57,2,1530.36,0
1,1,227.39,0
281,2,218.06,2
3,7,2832.84,0
180,9,1653.42,2
372,1,35.400000000000006,2
13,4,859.71,0
3,1,168.63,0
17,1,138.6,0
41,1,114.11,0
6,5,1052.55,0
169,4,1042.26,2
50,1,157.05,0
277,1,237.36,2
19,9,1601.14,0
372,1,39.75,2
15,4,1447.14,0
35,3,570.46,0
22,3,617.99,0
7,2,379.83,0
20,6,1740.6,0
11,2,883.15,0
44,1,221.97,0
306,1,393.33,2
11,1,213.96,0
275,1,660.0,2
1,93,12156.65,3
16,14,16569.5,5
4,4,1785.15,0
72,4,601.56,0
243,3,406.08,2
9,3,553.44,0
246,1,394.44,2
206,2,412.78,2
1,5,1788.36,0
185,1,320.58000000000004,2
32,5,889.25,0
57,2,225.85,0
196,2,899.63,2
24,4,2791.27,0
91,2,671.96,0
4,2,959.01,0
51,3,1006.98,0
263,1,114.56,2
266,1,344.90000000000003,2
36,2,609.85,0
51,1,443.6,0
52,6,2984.49,0
24,6,2125.08,0
22,1,110.46,0
59,1,96.12,0
170,2,693.8100000000001,2
68,2,830.76,0
157,2,597.09,2
2,74,280206.02,6
201,1,243.22,2
5,4,1417.29,0
67,2,654.6,0
77,1,114.18,0
1,7,1947.55,0
8,4,1932.23,0
169,2,291.05,2
18,4,848.22,0
5,2,247.15,0
9,9,2529.93,0
87,2,285.74,0
27,1,107.95,0
29,4,771.17,0
20,2,637.89,0
61,5,1835.7,0
24,1,195.25,0
11,25,9241.2,5
242,3,1269.99,2
280,2,411.53,2
235,2,765.55,2
3,5,1736.4,0
16,1,604.75,0
31,6,2548.24,0
25,16,28754.11,5
71,3,498.95,0
188,2,52.0,2
26,5,1236.28,0
107,1,628.38,0
8,21,5630.87,5
209,1,112.8,2
44,2,371.7,0
31,5,2114.33,0
137,4,591.55,0
265,1,172.9,2
4,7,2078.95,0
218,2,188.61,2
2,5,1250.76,0
214,1,109.13,2
32,3,2235.3,0
11,9,2549.37,0
1,17,3292.14,5
15,1,318.17,0
11,9,1546.91,0
199,1,179.0,2
3,3,1126.37,0
15,13,4921.04,5
14,4,606.13,0
10,11,2868.8,0
29,3,917.07,0
9,11,2666.36,0
24,1,160.19,0
25,4,867.38,0
43,2,329.68,0
2,5,1602.13,0
6,3,663.81,0
147,1,187.92,0
10,6,1158.3,0
25,1,718.08,0
274,1,268.58,2
374,1,313.49,2
1,8,2005.06,0
47,3,380.02,0
8,8,2702.49,0
16,12,9585.91,5
4,32,6065.69,5
4,3,1164.55,0
43,7,1314.45,0
4,7,3902.28,0
197,3,1448.21,2
12,6,1400.34,0
16,7,1099.98,0
113,5,1220.26,0
249,1,328.2,2
29,5,1415.75,0
44,1,389.64,0
87,1,563.15,0
45,2,638.05,0
10,11,5010.28,0
15,1,738.96,0
75,1,420.5,0
145,4,1484.06,0
5,3,1625.97,0
297,1,89.2,2
59,2,255.9,0
264,1,300.52,2
47,1,278.3,0
29,3,254.11,0
8,6,2473.37,0
17,2,192.6,0
3,8,10674.75,0
232,2,876.42,2
112,1,139.26,0
58,3,1011.9,0
51,11,2538.3,0
127,2,730.86,0
281,3,386.15,2
55,2,447.68,0
320,1,200.1,2
26,2,289.99,0
10,2,77.4,0
7,2,679.4399999999999,0
29,1,197.64,0
17,4,745.06,0
64,1,6.2,0
21,1,228.99,0
3,7,1319.91,0
166,1,131.45000000000002,2
1,17,8022.49,5
53,3,173.74,0
51,1,157.7,0
48,12,4339.74,0
61,1,193.14,0
162,3,845.55,2
9,1,353.27,0
15,4,554.65,0
75,1,193.39,0
40,8,2741.17,0
41,11,2087.88,0
370,2,155.43,2
37,2,778.5,0
197,1,271.85,2
200,2,1110.34,2
74,3,657.8,0
64,2,272.07,0
21,4,507.29,0
367,1,48.8,2
180,3,321.43,2
10,4,1127.71,0
4,12,2226.91,0
197,3,2139.76,2
29,4,697.55,0
53,1,197.13,0
18,6,1720.3,0
10,3,102.45,0
90,4,1649.5,0
268,1,62.85,2
53,6,3295.76,0
44,4,2824.69,0
64,4,3189.81,0
149,1,309.4,2
22,25,7930.54,5
312,1,325.75,2
23,2,511.35,0
58,6,2836.69,0
24,2,475.8,0
78,7,2759.83,0
119,2,645.65,0
36,3,1311.38,0
60,2,1173.12,0
13,4,1353.74,0
19,1,170.32,0
52,1,125.79,0
26,2,841.1999999999999,0
29,1,266.76,0
7,2,52.2,0
11,12,14389.9,5
186,3,710.28,2
3,8,2953.59,0
9,2,725.7,0
262,1,327.25,2
3,4,522.38,0
210,1,519.68,2
108,2,1465.3200000000002,0
13,9,1485.54,0
77,3,706.19,0
20,1,255.4,0
27,2,589.7,0
19,6,761.59,0
132,1,765.3199999999999,0
253,1,364.8,2
79,1,1862.0,0
207,1,369.2,2
336,1,135.9,2
254,1,125.65,2
148,2,554.38,2
10,2,1237.85,0
85,1,655.75,0
8,20,11138.71,5
205,2,468.77,2
8,4,1366.38,0
23,6,1303.52,0
11,9,1421.29,0
26,1,332.66,0
21,5,2810.63,0
2,2,1025.44,0
158,2,616.15,2
3,7,3501.1,0
74,1,277.8,0
3,4,434.35,0
1,201,143825.06,3
17,2,867.85,0
36,4,1227.43,0
91,2,307.48,0
71,4,1268.98,0
116,2,1610.15,0
213,2,977.77,2
30,2,1316.07,0
51,1,749.1,0
246,1,310.05,2
32,1,223.88,0
109,3,2372.86,0
5,5,1257.68,0
366,1,363.53,2
82,2,1890.94,0
297,1,1784.71,2
34,8,8137.02,0
57,3,1621.88,0
30,12,5900.25,5
14,1,100.9,0
72,2,290.82,0
23,6,1101.97,0
19,1,371.2,0
79,1,311.69,0
60,11,8099.49,5
25,1,289.82,0
12,1,336.17,0
253,1,58.49,2
147,3,499.68,2
64,4,695.42,0
8,2,221.27,0
11,9,7044.68,0
271,1,126.7,2
10,5,1487.8,0
247,1,206.21,2
96,2,599.0,0
15,1,191.32,0
50,1,463.8,0
30,1,147.59,0
68,4,1592.06,0
35,3,1116.57,0
128,1,114.77,0
107,3,1314.45,0
37,1,114.39,0
57,1,279.94,0
57,7,790.86,0
72,5,1931.42,0
246,1,102.12,2
19,2,213.27,0
198,2,296.75,2
16,2,326.4,0
212,1,334.54,2
39,2,233.23,0
46,3,546.1999999999999,0
170,2,429.87,2
48,1,490.52,0
116,4,1641.76,0
147,1,1246.32,2
16,28,6316.57,5
51,1,502.09,0
159,1,156.91,2
12,3,1261.78,0
36,1,308.94,0
54,2,423.04,0
43,2,260.17,0
173,1,170.04,2
34,1,125.58,0
39,3,496.21,0
267,1,266.0,2
9,9,1914.82,0
12,4,905.04,0
3,11,6802.76,5
10,10,1661.33,0
33,1,377.01,0
80,3,469.0,0
31,4,1066.15,0
8,4,627.13,0
72,2,518.28,0
4,4,668.14,0
256,3,4959.1,2
5,10,2586.67,0
16,8,4308.61,0
90,1,252.73,0
72,3,465.55,0
59,6,705.49,0
10,47,19914.44,5
170,1,180.35,2
199,1,135.93,2
31,1,537.0,0
19,17,7700.23,5
152,2,735.66,2
9,15,5213.77,5
270,1,343.62,2
65,4,384.05,0
274,1,121.17000000000002,2
25,3,1782.09,0
23,3,1391.61,0
319,1,215.78,2
5,3,697.79,0
12,2,302.1,0
275,2,1489.5,2
25,11,2124.99,0
41,9,1337.72,0
8,4,303.09,0
4,48,54534.14,4
71,4,987.86,0
213,1,370.8,2
38,4,3158.13,0
53,1,893.59,0
78,3,1744.76,0
46,2,553.36,0
179,1,1109.53,2
373,1,106.2,2
94,2,982.07,0
10,3,1043.41,0
105,1,748.87,0
78,1,773.03,0
173,1,880.85,2
7,32,9743.11,5
213,4,895.61,2
22,5,504.8,0
257,1,88.2,2
282,1,306.94,2
21,2,1160.07,0
10,6,2420.84,0
308,1,381.32,2
68,1,480.71,0
215,2,457.81,2
18,6,4597.02,0
104,4,1370.6,0
43,1,219.39,0
4,1,248.08,0
182,3,39916.5,5
84,1,410.48,0
334,3,876.0,2
9,2,317.53,0
31,2,703.36,0
197,2,1027.44,2
18,7,2298.93,0
18,5,1422.52,0
311,6,319.5,2
142,4,1300.25,0
246,1,484.95,2
24,4,996.1,0
29,3,1567.48,0
10,3,3609.33,0
30,10,2760.56,0
18,1,340.11,0
18,4,1352.75,0
15,5,1551.78,0
134,1,244.8,0
246,1,266.4,2
134,1,358.82,0
50,2,457.72,0
114,3,1633.78,0
7,2,2199.31,0
23,2,184.19,0
25,15,11528.48,5
66,1,406.53,0
60,4,1471.0,0
50,11,3447.4,0
170,1,330.11,2
18,5,977.93,0
128,3,982.42,0
15,8,1387.99,0
239,1,139.05,2
3,4,1286.7,0
240,2,178.96,2
52,7,2354.25,0
46,1,498.74,0
226,1,259.45,2
8,17,6580.44,5
4,4,1194.73,0
165,2,1327.16,2
240,1,623.5,2
11,1,301.29,0
134,1,520.8000000000001,0
17,10,5314.47,0
10,13,4745.69,5
31,1,329.25,0
75,1,296.42,0
1,3,961.49,0
4,3,1936.07,0
45,1,401.4,0
2,30,18641.01,5
357,1,158.16,2
18,2,304.47,0
69,3,843.05,0
373,1,487.75,2
321,1,163.0,2
26,1,106.56,0
331,1,1289.5,2
9,5,1624.05,0
323,1,135.75,2
72,1,224.14,0
260,1,40.5,2
18,5,2206.95,0
367,1,87.5,2
66,3,689.4799999999999,0
154,2,622.85,2
29,2,406.76,0
70,1,310.62,0
14,2,411.41,0
2,16,4777.18,5
1,41,16225.39,5
120,3,1044.32,0
61,1,499.32,0
3,15,7616.53,5
3,1,3861.0,0
11,3,1079.61,0
92,2,193.64,0
59,4,1268.7,0
87,5,1236.54,0
26,6,1827.8,0
357,1,316.58,2
85,2,653.24,0
10,4,420.3,0
1,5,870.12,0
225,1,331.18,2
60,2,894.4100000000001,0
241,1,101.8,2
319,2,328.35,2
2,8,1661.44,0
47,3,734.94,0
88,1,96.6,0
11,11,5756.89,5
176,1,305.75,2
52,6,1778.96,0
366,1,403.25,2
319,1,585.0,2
226,2,755.75,2
358,2,322.08,2
234,1,409.4,2
311,1,154.41,2
37,5,1219.4,0
66,4,3386.71,0
239,2,429.6,2
113,2,612.06,0
277,1,197.0,2
218,12,2247.51,2
299,1,321.05,2
2,4,1412.32,0
29,3,1071.99,0
10,2,780.59,0
45,5,1706.57,0
67,8,1756.44,0
74,1,316.68,0
65,2,631.57,0
134,3,2515.84,0
238,2,514.15,2
122,1,356.0,0
32,13,6688.46,5
9,11,10484.99,5
36,2,740.78,0
16,5,918.2,0
127,1,300.36,0
67,1,890.85,0
149,1,98.45,2
283,1,317.15,2
169,2,623.16,2
100,7,1810.77,0
135,1,254.82,2
324,1,178.95000000000002,2
107,1,156.51,0
64,1,393.74,0
151,2,1506.12,2
338,1,119.3,2
22,5,1717.36,0
24,1,408.8,0
16,7,2379.49,0
7,15,2507.07,5
57,2,721.94,0
4,2,716.57,0
38,1,615.14,0
66,1,135.31,0
47,1,255.9,0
355,1,290.51,2
172,1,113.12,2
59,9,2332.15,0
50,1,240.55,0
22,2,486.69,0
43,5,2306.52,0
29,3,939.78,0
5,18,7943.22,5
26,15,4668.3,5
201,1,180.94,2
51,6,3672.86,0
10,3,641.94,1
2,12,4799.9,5
67,7,4507.01,0
64,1,496.44,1
51,12,5070.35,5
290,1,574.02,2
61,8,694.4000000000001,1
64,3,1174.35,1
96,1,205.3,1
274,1,310.47,2
1,91,60767.9,3
75,4,924.85,1
110,1,52.0,1
199,1,327.97,2
64,2,570.5,1
327,1,165.0,2
4,1,312.62,1
284,1,204.5,2
44,1,267.13,1
71,3,2748.31,1
86,1,679.68,1
104,1,162.29,1
334,1,311.71,2
53,1,208.75,1
39,3,1049.7,1
32,2,714.96,1
366,4,1661.06,2
208,1,1028.56,2
157,3,351.67,2
54,1,173.97,1
66,2,574.07,1
81,1,2020.52,1
130,1,406.09,1
87,1,364.5,1
1,3,563.94,1
46,1,393.54,1
333,1,252.42,2
366,1,201.6,2
72,1,158.04,1
158,2,473.81,2
373,1,115.65,2
12,7,1960.11,1
255,2,777.02,2
29,2,277.05,1
31,10,2766.5,1
5,22,8347.2,5
40,1,427.93,1
362,1,418.92,2
373,1,326.0,2
96,2,913.19,1
26,7,2314.32,1
75,2,602.51,1
57,4,1877.59,1
21,1,446.94000000000005,1
41,7,2386.05,1
137,1,2007.4,2
8,12,2415.91,5
129,1,168.0,1
40,3,1233.36,1
169,7,3703.29,2
9,5,1690.2600000000002,1
214,2,596.85,2
15,6,5955.71,1
170,2,642.41,2
40,1,316.88,1
186,1,394.14,2
270,1,140.54,2
172,1,500.0,2
5,4,1535.53,1
16,2,231.86,1
10,4,2183.54,1
326,1,107.45,2
113,1,288.18,1
290,1,94.0,2
16,2,1345.53,1
1,3,815.77,1
92,5,716.2,1
149,2,626.77,2
189,1,349.1,2
31,2,510.71,1
34,4,1056.44,1
264,1,267.18,2
84,8,3450.84,1
26,4,1358.88,1
171,1,190.53,2
10,3,774.9000000000001,1
313,1,572.8100000000001,2
65,4,3984.32,1
85,1,508.8,1
25,1,135.86,1
59,4,950.36,1
323,2,97.7,2
38,1,43.5,1
254,2,383.34,2
19,5,1447.39,1
33,3,1483.14,1
15,1,93.78,1
27,2,397.35,1
23,1,171.19,1
214,2,533.3,2
8,5,1041.48,1
22,1,149.29,1
12,3,1122.53,1
262,1,200.16,2
131,1,156.57999999999998,1
55,3,383.68,1
249,1,594.0,2
2,7,3236.91,1
9,2,1418.26,1
264,1,113.5,2
331,1,155.17,2
313,1,494.64,2
26,3,974.52,1
30,1,429.84,1
30,3,538.73,1
2,7,1388.37,1
362,1,179.1,2
283,3,447.22,2
262,1,237.07,2
25,1,161.64,1
354,1,216.76,2
94,3,234.6,1
29,1,126.14,1
338,1,1048.85,2
20,18,7354.62,5
85,1,334.53,1
9,3,524.88,1
51,2,467.51,1
50,2,538.55,1
2,1,469.48,1
113,1,371.56,1
14,7,1771.2,1
77,1,454.11,1
40,2,1441.42,1
116,1,905.5,1
16,12,11054.96,5
161,4,233.81,2
1,4,3594.31,1
30,3,2575.0,1
93,1,91.32,1
23,3,1134.28,1
95,6,3100.09,1
28,2,659.4599999999999,1
33,5,2001.8,1
21,2,1299.23,1
18,2,1262.2,1
3,27,13316.4,5
8,4,1131.56,1
16,12,10384.93,5
363,1,147.09,2
81,1,52.83,1
53,5,3610.96,1
23,3,979.26,1
172,1,492.36,2
189,6,1000.27,2
331,1,250.0,2
12,5,909.23,1
156,2,121.0,2
33,19,14758.22,5
12,11,4139.46,1
45,3,62.43,1
233,1,267.03,2
64,8,1942.45,1
2,1,343.5,1
40,8,3000.2,1
33,2,398.84,1
84,1,412.0100000000001,1
25,1,440.0,1
2,3,825.92,1
33,2,148.44,1
19,8,2429.78,1
254,1,229.33,2
23,11,3995.23,1
22,4,1502.35,1
8,2,2007.44,1
25,4,1580.93,1
19,3,807.57,1
173,4,536.4,2
163,1,110.92,2
7,1,538.46,1
11,1,213.3,1
114,1,85.13000000000001,1
288,1,127.86,2
9,9,3546.71,1
54,2,292.72,1
7,14,4954.84,5
77,3,1693.26,1
4,4,575.63,1
37,1,436.06,1
217,1,90.12,2
60,1,437.23,1
278,1,217.2,2
12,16,4805.17,5
24,1,279.77,1
29,1,473.65,1
12,4,800.59,1
352,1,134.55,2
22,4,1400.44,1
50,2,173.16,1
19,1,186.01,1
3,3,758.29,1
104,5,1375.71,1
7,12,4165.52,5
12,4,650.4300000000001,1
5,7,2552.86,1
32,2,607.45,1
178,4,702.25,2
38,1,940.67,1
151,3,258.88,2
162,1,127.1,2
69,2,348.6,1
121,13,3679.97,1
25,3,682.9100000000001,1
24,4,725.11,1
177,1,455.3,2
50,4,913.68,1
256,3,478.53,2
47,1,388.58,1
71,1,199.8,1
16,5,1771.78,1
101,5,1406.59,1
35,1,324.57,1
53,1,240.68,1
27,2,761.74,1
11,14,6776.56,5
8,9,1297.87,1
79,1,48.48,1
52,1,216.39,1
36,5,1198.23,1
61,9,2920.16,1
337,1,104.76,2
28,4,1093.68,1
184,1,298.48,2
52,1,112.46,1
10,13,1591.45,5
36,2,195.15,1
10,23,10399.74,5
33,4,776.851,1
11,1,336.40000000000003,1
57,3,1553.18,1
4,4,1293.03,1
43,9,3709.56,1
141,1,301.03,1
117,4,588.13,1
104,4,1534.26,1
75,2,675.8,1
5,9,2870.24,1
45,2,1186.35,1
16,8,3285.31,1
17,1,243.55,1
90,2,724.76,1
53,1,223.36,1
134,1,425.32,1
4,15,12515.66,5
105,4,1887.2,1
192,3,664.0,2
166,4,813.0,2
19,1,612.01,1
158,3,447.64,2
204,2,657.35,2
336,2,816.0,2
37,3,646.3,1
91,1,337.74,1
93,2,877.4399999999999,1
9,2,922.53,1
243,1,560.67,2
45,4,748.5,1
23,1,30.0,1
190,5,1024.1,2
44,1,306.45,1
25,9,1600.86,1
317,2,309.8,2
106,1,138.14,1
51,1,386.43,1
168,2,2242.01,2
40,1,301.32,1
218,1,76.32000000000001,2
40,4,684.34,1
297,1,173.05,2
19,7,2657.13,1
88,4,2881.02,1
73,5,2446.6,1
81,3,323.69,1
19,3,3435.76,1
49,1,657.23,1
53,1,352.7,1
24,4,781.28,1
9,3,1333.68,1
25,5,1426.16,1
117,1,193.75,1
9,9,2993.1,1
120,2,254.1,1
4,2,239.76,1
252,1,136.8,2
28,1,191.04,1
1,14,6479.4,5
267,2,409.98,2
33,8,2736.46,1
18,1,309.65,1
172,2,696.68,2
2,4,1542.14,1
265,1,211.5,2
140,4,2293.62,1
201,1,143.1,2
64,4,1060.56,1
35,4,945.58,1
41,7,3364.24,1
284,1,133.25,2
9,5,1072.36,1
143,2,356.7,1
12,2,330.88,1
146,4,1118.81,1
234,1,150.3,2
33,13,5045.61,5
24,1,598.73,1
12,1,507.08,1
36,5,2222.56,1
365,1,203.1,2
201,2,218.25,2
15,1,415.25,1
17,7,5178.96,1
213,1,85.0,2
66,3,1120.88,1
212,2,294.12,2
283,1,162.3,2
115,2,1339.45,1
15,8,1205.12,1
19,16,4812.42,5
66,1,449.12,1
49,1,154.88,1
16,4,784.46,1
78,1,34.8,1
19,4,1094.59,1
134,1,196.88,1
13,3,974.04,1
40,1,149.31,1
235,3,44534.3,2
3,8,2465.48,1
40,7,2637.38,1
305,1,79.2,2
51,3,458.57,1
10,6,2364.25,1
61,4,532.96,1
66,2,714.42,1
25,1,205.25,1
218,3,253.04,2
65,2,583.75,1
32,2,1086.92,1
88,6,3279.97,1
64,1,315.06,1
116,3,621.8299999999999,1
7,26,56252.72,4
6,1,635.6800000000001,1
69,1,270.8,1
245,1,104.9,2
133,1,241.62,1
241,4,1047.11,2
184,3,475.28,2
25,3,345.46,1
10,3,2614.74,1
11,1,246.3,1
33,5,2328.9700000000003,1
46,3,4932.2,1
26,3,948.05,1
358,1,351.3,2
10,1,220.85,1
44,2,1612.69,1
15,3,965.61,1
150,1,610.01,2
1,8,2711.56,1
113,4,2207.4,1
76,3,884.14,1
107,2,699.08,1
46,3,1063.95,1
143,1,451.42,1
51,1,415.8200000000001,1
1,13,4206.39,5
23,17,5528.4800000000005,5
46,3,784.58,1
50,3,903.9,1
306,4,3734.97,2
36,5,515.77,1
79,4,1391.98,1
22,6,2218.62,1
107,5,1801.14,1
208,2,1303.91,2
17,4,1945.33,1
64,5,2100.6,1
49,4,1905.45,1
320,1,206.98,2
44,2,570.96,1
3,2,885.47,1
372,1,15.0,2
172,1,532.94,2
56,3,1654.31,1
73,14,1836.09,5
99,2,636.14,1
38,1,576.0,1
58,3,801.76,1
254,1,836.79,2
70,4,2233.75,1
44,4,954.09,1
50,1,137.37,1
65,1,391.98,1
11,19,33643.08,5
33,3,1048.49,1
59,2,355.56,1
73,4,1224.06,1
304,1,118.95000000000002,2
46,1,130.73999999999998,1
18,8,3711.77,1
38,2,389.27,1
19,2,238.85,1
187,2,160.71,2
52,1,110.8,1
4,12,2974.65,1
137,5,712.24,1
4,27,16387.57,5
19,1,297.0,1
16,5,1438.85,1
41,8,977.21,1
12,8,3165.36,1
8,4,832.88,1
26,2,68.84,1
22,6,1936.32,1
41,3,895.13,1
101,1,230.53,1
5,15,3812.64,5
277,2,149.64,2
33,1,354.09000000000003,1
15,2,360.93,1
64,7,4405.88,1
2,2,493.28,1
369,1,343.28000000000003,2
312,5,501.39,2
199,4,516.36,2
2,2,396.48,1
93,3,379.35,1
60,1,181.09,1
81,1,168.31,1
157,2,446.87,2
227,1,524.52,2
253,2,263.55,2
150,1,179.17,2
194,2,222.05,2
1,5,1388.88,1
369,1,56.25,2
24,1,351.11,1
17,3,363.88,1
10,7,5126.76,1
8,1,164.68,1
20,7,1567.69,1
4,3,967.45,1
174,1,191.94,2
1,8,1232.18,1
178,2,264.62,2
16,8,1528.09,1
248,1,123.1,2
191,2,334.23,2
20,2,639.89,1
154,4,167.5,2
173,1,336.03000000000003,2
373,1,369.5,2
373,1,127.08,2
194,1,207.15,2
67,1,426.63,1
4,8,2495.87,1
21,3,1107.46,1
239,2,416.86,2
64,1,145.35,1
112,5,404.58,1
90,15,6115.01,5
311,1,35.8,2
